column,r1_class,verified_verdict,partitions_checked,evidence,file_line
days_since_last_test,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"D13: feature_engineering_v55.py:221 sorts priors with a DATE-ONLY key (sorted(tests, key=lambda t: t.test_date, reverse=True)); Python's sort is stable so ties keep packet order, which the programme declares unidentified (FACTORY_CONTRACT.md:72-74). MEASURED tie exposure: 9.415% of flat4y targets with priors (86,955/923,605), 8.833% of eval2024 (27,572/312,159), 9.662% of post2018.","autosafe/feature_engineering_v55.py:259,262"
gap_band,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"D13: feature_engineering_v55.py:221 sorts priors with a DATE-ONLY key (sorted(tests, key=lambda t: t.test_date, reverse=True)); Python's sort is stable so ties keep packet order, which the programme declares unidentified (FACTORY_CONTRACT.md:72-74). MEASURED tie exposure: 9.415% of flat4y targets with priors (86,955/923,605), 8.833% of eval2024 (27,572/312,159), 9.662% of post2018.","autosafe/feature_engineering_v55.py:258,261"
high_risk_model_flag,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"TARGET-DERIVED STATIC LOOKUP: a hardcoded 20-model set selected by fail rate on training data (feature_engineering_v55.py:30-39), baked into serving code, not an as-of statistic. It cannot be refreshed point-in-time and it encodes label information from the fitting population. MEASURED positive rate 1.4831% train vs 0.8135% eval -- the flagged population itself shifts.","autosafe/feature_engineering_v55.py:30-39,837"
historic_negligence_ratio_smoothed,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"CLIPPED at 1.0 (feature_engineering_v55.py:815) and nothing is smoothed -- no shrinkage term exists in the expression, so the name misdescribes it. MEASURED mass exactly at the clip: 30.4299% of flat4y rows and 35.1894% of eval2024 rows, and the clip mass DIFFERS between train and eval by 4.76pp. ALSO constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:815,817"
is_winter_test,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"D13: feature_engineering_v55.py:221 sorts priors with a DATE-ONLY key (sorted(tests, key=lambda t: t.test_date, reverse=True)); Python's sort is stable so ties keep packet order, which the programme declares unidentified (FACTORY_CONTRACT.md:72-74). MEASURED tie exposure: 9.415% of flat4y targets with priors (86,955/923,605), 8.833% of eval2024 (27,572/312,159), 9.662% of post2018. SEMANTIC DEFECT additional to D13: these are the month/weekday of the LATEST PRIOR test (latest_test = tests[0], FE:224,230-232), not of the target test being predicted; prediction_date is used only when there are no priors.","autosafe/feature_engineering_v55.py:231,235"
local_corrosion_index,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"PROXY RISK: keyed on tgt_pc, the postcode area of the station that performed the TARGET test (blocks.py:76, tagged research_only_input, not API-observable at serving). It encodes station identity and therefore station strictness, not only climate. MEASURED 9 distinct values, range [0.45..0.85], identical on every partition -- a coarse lookup, not a fitted statistic.",autosafe/feature_engineering_v55.py:581
miles_since_last_advisory_suspension,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"FABRICATED QUANTITY confirmed at source: the value is min(8000, test_mileage // max(len(tests),1)) (feature_engineering_v55.py:385-393) -- 8000 is a hardcoded 'average UK annual mileage' constant, and the expression contains no reference to when the last advisory occurred. MEASURED on flat4y: 28.5794% of rows sit exactly at the 8000 cap and 43.9754% at 0 (eval2024: 30.1586% / 36.0117%), so ~72% of rows carry one of two constants. ALSO constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:385-393
miles_since_last_advisory_tyres,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"FABRICATED QUANTITY confirmed at source: the value is min(8000, test_mileage // max(len(tests),1)) (feature_engineering_v55.py:385-393) -- 8000 is a hardcoded 'average UK annual mileage' constant, and the expression contains no reference to when the last advisory occurred. MEASURED on flat4y: 28.5794% of rows sit exactly at the 8000 cap and 43.9754% at 0 (eval2024: 30.1586% / 36.0117%), so ~72% of rows carry one of two constants. ALSO constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:385-393
prev_cycle_outcome_band,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"D13: feature_engineering_v55.py:221 sorts priors with a DATE-ONLY key (sorted(tests, key=lambda t: t.test_date, reverse=True)); Python's sort is stable so ties keep packet order, which the programme declares unidentified (FACTORY_CONTRACT.md:72-74). MEASURED tie exposure: 9.415% of flat4y targets with priors (86,955/923,605), 8.833% of eval2024 (27,572/312,159), 9.662% of post2018.","autosafe/feature_engineering_v55.py:247,249,251,253"
test_mileage,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"D13: feature_engineering_v55.py:221 sorts priors with a DATE-ONLY key (sorted(tests, key=lambda t: t.test_date, reverse=True)); Python's sort is stable so ties keep packet order, which the programme declares unidentified (FACTORY_CONTRACT.md:72-74). MEASURED tie exposure: 9.415% of flat4y targets with priors (86,955/923,605), 8.833% of eval2024 (27,572/312,159), 9.662% of post2018. PLUS in-range sentinel: test_mileage=50000 on 8.6144% of flat4y and 5.9057% of eval2024 rows. PLUS b0_module_runner.py:121 hardcodes odometer_unit=""mi"" for every prior, so the module's km->mi branch (feature_engineering_v55.py:268-270, :101) never fires. Unit share is NOT MEASURABLE: neither the lake results table nor the packets carry an odometer unit column (verified: lake results schema has test_mileage only). MEASURED exposure instead: 73.221% of flat4y training targets take their reading from a pre-2022-01-01 prior vs 0.474% at eval2024 -- a 154x train/eval asymmetry across DVSA's correction boundary (DATA_ASSESSMENT.md:170-172).","autosafe/feature_engineering_v55.py:286,291"
test_month,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"D13: feature_engineering_v55.py:221 sorts priors with a DATE-ONLY key (sorted(tests, key=lambda t: t.test_date, reverse=True)); Python's sort is stable so ties keep packet order, which the programme declares unidentified (FACTORY_CONTRACT.md:72-74). MEASURED tie exposure: 9.415% of flat4y targets with priors (86,955/923,605), 8.833% of eval2024 (27,572/312,159), 9.662% of post2018. SEMANTIC DEFECT additional to D13: these are the month/weekday of the LATEST PRIOR test (latest_test = tests[0], FE:224,230-232), not of the target test being predicted; prediction_date is used only when there are no priors.","autosafe/feature_engineering_v55.py:230,234"
usage_band_hybrid,unsafe_ambiguous,CONFIRMED_UNSAFE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"D13: feature_engineering_v55.py:221 sorts priors with a DATE-ONLY key (sorted(tests, key=lambda t: t.test_date, reverse=True)); Python's sort is stable so ties keep packet order, which the programme declares unidentified (FACTORY_CONTRACT.md:72-74). MEASURED tie exposure: 9.415% of flat4y targets with priors (86,955/923,605), 8.833% of eval2024 (27,572/312,159), 9.662% of post2018. PLUS sentinel: 'average' on 51.9490% of flat4y and 49.2417% of eval2024 rows (it is the band of annualized_mileage_v2 and inherits its 10000 default).","autosafe/feature_engineering_v55.py:596,607,610,613,616"
b1_first_use_missing_flag,equivalent,NOT_CONFIRMED,base_flat4y_r250k;base_flat4y_r1m;base_flat2y_r1m;base_post2018_r1m;base_eval2024,"R1 classified 'equivalent' (usable). MEASURED near-zero variance and CONSTANT at eval: flat4y_r1m True=38/999,999 (0.0038%), flat4y_r250k True=13 (0.0052%), post2018 True=39 (0.0028%), fullpop True=44 (0.0044%), eval2024 True=0 (100.0000% False), confirm2025h2 True=1 (0.0006%). It is constant at eval and carries essentially no training signal, but the skew direction is benign (the model sees almost only False and eval is all False). Dead weight, not a risk.",factory/blocks.py (B1 emitter)
prev_count_advisory,duplicate_redundant,NOT_DUPLICATE,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"R1's pairing with b3_n_advisory_items FAILS at row level. MEASURED on the exact join the fitter uses (base f LEFT JOIN b0 x ON x.test_id=f.tgt_id, fit_contract.py:214): flat4y/r1m 482 differing rows (0.048%), eval2024 277 differing rows (0.084%), max |diff| = 6. R1 corroborated only the RANGE [0..402], which does not establish equality. The gap is the ""'advisory' in str(defect)"" escape clause (feature_engineering_v55.py:308) also catching the 'Non-component advisories' section. NOTE it IS the exact parent of raw_behavioral_count. ALSO constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:308,321; factory/blocks.py:156"
advisory_in_last_2_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,372"
advisory_in_last_2_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,372"
advisory_in_last_2_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,372"
advisory_streak_len_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=21, post2018=21, eval2024=22, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,381"
advisory_streak_len_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=25, post2018=26, eval2024=22, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,381"
advisory_streak_len_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=17, post2018=17, eval2024=16, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,381"
dominant_mechanism,absent,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"R1's 'absent' does NOT hold. MEASURED levels: flat4y {CLEAN 85.250%, NO_HISTORY 7.639%, LEAK 7.110%}, eval2024 {CLEAN 84.594%, LEAK 9.809%, NO_HISTORY 5.597%}, fullpop {CLEAN 92.373%, NO_HISTORY 7.627%} -- the LEAK level is ABSENT from the fullpop training frame but present on 9.809% of its eval rows. A categorical level the model can never have learned. constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:522,524,529"
failure_streak_len_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=5, post2018=5, eval2024=4, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,468"
failure_streak_len_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=5, post2018=5, eval2024=5, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,468"
failure_streak_len_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=4, post2018=4, eval2024=4, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,468"
has_ever_failed_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,440"
has_ever_failed_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,440"
has_ever_failed_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,440"
has_leak_history,unsafe_ambiguous,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"Varies on flat4y/post2018/eval2024 but is CONSTANT 0 on fullpop. constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final. These are the only text_* columns that vary at all -- corrosion/wear/damage are constant 0 everywhere -- so the 'text mechanism' family reduces to a single leak keyword hit. ALSO EXACT-EQUAL to mechanism_count on all 5 partitions (0 differing rows).","autosafe/feature_engineering_v55.py:510,514"
has_prior_advisory_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,353"
has_prior_advisory_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,353"
has_prior_advisory_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,353"
has_prior_failure_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,459"
has_prior_failure_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,459"
has_prior_failure_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=2, post2018=2, eval2024=2, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,459"
mech_decay_structure,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=6, post2018=6, eval2024=6, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:541
mechanism_count,absent,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"R1's 'absent' does NOT hold on the dominant partition. MEASURED n_distinct: flat4y=2 (1.0 on 7.110% of rows), post2018=2 (5.585%), eval2024=2 (9.809%), fullpop=1 (100% zero). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final. ALSO exactly equal to has_leak_history on all 5 partitions (0 differing rows).",autosafe/feature_engineering_v55.py:518
multi_system_advisory_count,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=6, post2018=6, eval2024=6, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:346
